"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Source Code - Collection","PCPI|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Source Code - Dissemination","PCPI_PCH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Source Code - EDD","PCPI|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Topic","Real Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, All items, Percent change, Previous period, Percent","PCPI_PC_PP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Alternate Publication Codes","E-Library Concept: PCPI_EOP, Unit: PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Code","PCPI_EOP_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Concept","Consumer Prices",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator CTS Code","PCPI_EOP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Dissemination Name","CPI (end of period) % Change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Full Name","Prices, Consumer Price Index, All items, End of Period, Percentage change, previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Mobile","7",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Name","Consumer Prices, End of Period, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator SDMX Code","PCPI_EOP_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator SDMX Name","Consumer Prices, End of Period, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Short Name","Consumer Prices, End of Period, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Sort Order","5",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Source Code","PCPI_EOP|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Source Code - Collection","PCPI_EOP|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Source Code - Dissemination","PCPIE_PCH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Source Code - EDD","PCPI_EOP|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Topic","Real Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Consumer Prices, End of Period, Percent change, Previous period, Percent","PCPI_EOP_PC_PP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: BCA_BP6, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Code","BCA_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Concept","Current account",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator CTS Code","BCA_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Dissemination Name","Current Account Balance % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Full Name","Balance of Payments, Current Account, Total, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Key Indicator","Key Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Methodology","Balance of Payments Manual, 6th Edition",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Mobile","8",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Name","Current Account, Total, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator SDMX Code","BCA_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator SDMX Name","Current Account, Total, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Short Name","Current Account, Total, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Sort Order","20",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Source Code","BCA_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Source Code - Collection","BCA_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Source Code - Dissemination","BCA_GDP_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Source Code - EDD","BCA_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Topic","External Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Current Account, Total, Net, Percent of GDP, Percent","BCA_BP6_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Alternate Publication Codes","E-Library Concept: ENEER, Unit: IND2005; IND2010",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Code","ENEER_IX",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Concept","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator CTS Code","ENEER",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Dissemination Name","Nominal Effective Exchange Rate",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Full Name","Exchange Rates, Nominal Effective Exchange Rate, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Mobile","9",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Name","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator SDMX Code","ENEER_IX",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator SDMX Name","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Short Name","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Sort Order","24",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Source Code","ENEER|IND2010",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Source Code - Collection","ENEER|IND2010",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Source Code - Dissemination","ENEER",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Source Code - EDD","ENEER|IND2010",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Topic","Financial Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Nominal Effective Exchange Rate , based on Consumer Price Index, Index","ENEER_IX","Indicator Unit","Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Alternate Publication Codes","E-Library Concept: EREER, Unit: IND2005; IND2000",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Code","EREER_IX",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Concept","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator CTS Code","EREER",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Dissemination Name","Real Effective Exchange Rate",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Full Name","Exchange Rates, Real Effective Exchange Rate based on Consumer Price Index, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Mobile","10",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Name","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator SDMX Code","EREER_IX",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator SDMX Name","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Short Name","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Sort Order","23",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Source Code","EREER|IND2010",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Source Code - Collection","EREER|IND2010",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Source Code - Dissemination","EREER",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Source Code - EDD","EREER|IND2010",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Topic","Financial Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Indicator Unit","Index",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Alternate Publication Codes","E-Library Concept: NGDPRPC, Unit: PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Code","NGDPRPC_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Concept","GDP per Capita",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator CTS Code","NGDPRPC",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Dissemination Name","Real GDP Per Capita % Change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Full Name","National Accounts, Nominal GDP per Capita, Real, Percentage change, previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Mobile","11",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Name","GDP per Capita, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator SDMX Code","NGDPRPC_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator SDMX Name","GDP per Capita, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Short Name","GDP per Capita, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Sort Order","3",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Source Code","NGDPRPC|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Source Code - Collection","NGDPRPC|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Source Code - Dissemination","NGDPRPC_PCH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Source Code - EDD","NGDPRPC|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Topic","Real Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: BXGS_BP6, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Code","BXGS_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Concept","Credit",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator CTS Code","BXGS_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Dissemination Name","Exports of Goods and Services % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Full Name","Balance of Payments, Current Account, Goods and Services, Credit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Methodology","Balance of Payments Manual, 6th Edition",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Mobile","12",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Name","Goods and Services, Credit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator SDMX Code","BXGS_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator SDMX Name","Goods and Services, Credit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Short Name","Goods and Services, Credit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Sort Order","19",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Source Code","BXGS_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Source Code - Collection","BXGS_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Source Code - Dissemination","BXGS_GDP_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Source Code - EDD","BXGS_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Topic","External Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Credit, Percent of GDP, Percent","BXGS_BP6_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: BMGS_BP6, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Code","BMGS_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Concept","Debit",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator CTS Code","BMGS_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Definition","",""
